"Date","Exc_Rate","Covid","Brent","Soy","Passangers","VIX"
"2017-10-02",1.15009723135662,NA,4.01944140219542,6.8640645903574,12.7289770265114,2.24601474150565
"2017-10-03",1.14511412231953,NA,4.02749225523426,6.86197308632701,12.595069560931,2.2523438765573
"2017-10-04",1.13901819663636,NA,4.02535169073515,6.86510870426066,12.5899633576866,2.26488322581003
"2017-10-05",1.14291621422463,NA,4.04462896997617,6.87549031839486,12.6776500357642,2.2181159363676
"2017-10-06",1.14949549898268,NA,4.01638302075239,6.87961297303586,12.7421741264005,2.26695791535089
"2017-10-09",1.14949549898268,NA,4.01259206034984,6.87393993048741,12.7084708582118,2.33505228313155
"2017-10-10",1.15521313969139,NA,4.03636227968375,6.87316383421252,12.64827140225,2.31055326264322
"2017-10-11",1.15212145952037,NA,4.02767042895411,6.87238713514435,12.7285679133622,2.287471455184
"2017-10-12",1.15370004165029,NA,4.02767042895411,6.89972310728487,12.6398271421008,2.2935443483419
"2017-10-13",1.14873489807132,NA,4.04059210622285,6.90800524773734,12.4686791883382,2.2628042229822
"2017-10-16",1.15190025903283,NA,4.0516110196352,6.89871453432999,12.8527019533101,2.2935443483419
"2017-10-17",1.15697553196502,NA,4.05404326544858,6.89238780185102,12.7451183117209,2.33311429802887
"2017-10-18",1.15615766466558,NA,4.0613047081439,6.89187992982385,12.7195068639527,2.30956070673047
"2017-10-19",1.1554021160699,NA,4.0573347365882,6.89416332546267,12.7325717953395,2.30757263450508
"2017-10-20",1.15923691048454,NA,4.05854465809091,6.88627624730501,12.808805392539,2.29958058397375
"2017-10-23",1.16695606064666,NA,4.0550838482688,6.88831758508966,12.7887825566086,2.40423874672055
"2017-10-24",1.17890111989691,NA,4.05768057785051,6.88295016006317,12.676591766887,2.41233595695316
"2017-10-25",1.17923944090526,NA,4.06817168791808,6.88295016006317,12.6719396055454,2.41858876875035
"2017-10-26",1.17957764749121,NA,4.07329115302427,6.87858390168186,12.7192973891054,2.42480272571829
"2017-10-27",1.18573754806178,NA,4.09684144242069,6.88269384838677,12.7649996248628,2.28238238567653
"2017-10-30",1.18169652006151,NA,4.10511963539006,6.88012711186466,12.722867418425,2.35137525716348
"2017-10-31",1.18494287841913,NA,4.11659517115692,6.88115459718496,12.6368578116201,2.32042501112238
"2017-11-01",1.18469823758124,NA,4.11054594156011,6.88857245956536,12.6837033644385,2.32238772029023
"2017-11-02",1.183902741272,NA,4.10742530176063,6.89669433162271,12.5737078062552,2.29556047805708
"2017-11-03",1.19619261700697,NA,4.11773551501268,6.88448665204278,12.4274987228299,2.21266038546606
"2017-11-06",1.18729449127312,NA,4.16309295938319,6.89162589705225,12.7983105002829,2.24070968927596
"2017-11-07",1.18711144725052,NA,4.16449232212418,6.89365635460264,12.704390370653,2.29152414563462
"2017-11-08",1.18049944814029,NA,4.15825788796575,6.89568269774787,12.6729871332877,2.28033948404673
"2017-11-09",1.17905491636297,NA,4.16651017302229,6.88269384838677,12.7286924437789,2.35137525716348
"2017-11-10",1.17905491636297,NA,4.16433693404214,6.88474250467306,12.7756331065941,2.42391737816157
"2017-11-13",1.19210263175545,NA,4.14218189163626,6.87057248785442,12.7203562834675,2.4423470353692
"2017-11-14",1.19486142145747,NA,4.10939736484839,6.86589107488344,12.6481814311371,2.45014265735166
"2017-11-15",1.19791448974197,NA,4.11496384942484,6.8837187011539,12.6201472519838,2.57489968831471
"2017-11-16",1.1865010584139,NA,4.11382033872276,6.87935580446044,12.6294889949741,2.46470394247048
"2017-11-17",1.18261637049737,NA,4.11643215868611,6.89820986613861,12.7088156931028,2.43624147780672
"2017-11-20",1.18089863135533,NA,4.11643215868611,6.89770494312864,12.7627125814355,2.36555989215543
"2017-11-21",1.17702289595934,NA,4.1316403469658,6.89669433162271,12.7381909623633,2.27521389619791
"2017-11-22",1.1739361879494,NA,4.14186407819008,6.90500149078552,12.6950942806117,2.29051251175978
"2017-11-23",1.1739361879494,NA,4.14741128315879,6.90500149078552,12.735155585567,2.27982810587143
"2017-11-24",1.17021951752054,NA,4.15229895548266,6.90098239469471,12.782994950871,2.2690283094652
"2017-11-27",1.17083992266499,NA,4.14709512760763,6.9037472575846,12.7742913222729,2.28949985344539
"2017-11-28",1.16486808444517,NA,4.15198434166852,6.90073066404517,12.6615493937245,2.30558060197384
"2017-11-29",1.17201763308438,NA,4.15481230898919,6.90022701256135,12.6375173425973,2.37024374146786
"2017-11-30",1.18915353942759,NA,4.15151223527844,6.89340277275774,12.7186088054946,2.42303124606991
"2017-12-01",1.18102142490883,NA,4.16774990663838,6.9019886840878,12.7804053211522,2.43624147780672
"2017-12-04",1.17859345598654,NA,4.1502521941604,6.90625415285587,12.7597824560357,2.45787797740008
"2017-12-05",1.17365791632358,NA,4.1502521941604,6.91621935739427,12.6613083893694,2.42745407503992
"2017-12-06",1.17538812747016,NA,4.13115853534482,6.91050150465016,12.666066973434,2.39971180372477
"2017-12-07",1.19371032475943,NA,4.13308439053803,6.89972310728487,12.7480771177772,2.31845844215034
"2017-12-08",1.19619261700697,NA,4.15669318728664,6.89745238598624,12.7819694610396,2.25967759198277
"2017-12-11",1.19037071390765,NA,4.18388052753296,6.89010034374342,12.8194350018285,2.23430625224075
"2017-12-12",1.20291224212861,NA,4.17377169585342,6.88320640606072,12.749036266824,2.29455292129678
"2017-12-13",1.19540621565981,NA,4.15355642185395,6.88678697254594,12.7513170871666,2.32042501112238
"2017-12-14",1.20585103933771,NA,4.15449848504185,6.87497378945776,12.8077896094842,2.35042242240821
"2017-12-15",1.19894016179786,NA,4.15590991788026,6.87445699358062,12.8428346426423,2.24283508858827
"2017-12-18",1.1884834614298,NA,4.1658897293852,6.86849456502883,12.800639053724,2.25444471766611
"2017-12-19",1.19416486333485,NA,4.15402756438327,6.8627579130514,12.780875382874,2.30558060197384
"2017-12-20",1.19110030810326,NA,4.16557936315055,6.86066367144829,12.8391114772319,2.27418561847235
"2017-12-21",1.19589022813258,NA,4.16883341421284,6.85514532870984,12.8412649186628,2.26384426467762
"2017-12-22",1.20023583052903,NA,4.16836919757007,6.85593553025234,12.9033936037493,2.29253475714054
"2017-12-25",1.20023583052903,NA,4.17566850005169,6.85593553025234,12.6213626640854,2.31005710783275
"2017-12-26",1.19915119904672,NA,4.18291490857245,6.86615172912706,12.8137872022137,2.32727770558442
"2017-12-27",1.19440719945624,NA,4.19010918420648,6.86223476368033,12.8037463829591,2.34851402488245
"2017-12-28",1.19407397214669,NA,4.2017030805426,6.85197826351314,12.8188581092052,2.32042501112238
"2017-12-29",1.19758242930392,NA,4.20065462691552,6.85830239526261,12.8239869907457,2.40152504084895
"2018-01-01",1.19758242930392,NA,4.20005501664421,6.85830239526261,12.6436337874583,2.3422864598456
"2018-01-02",1.18234050419882,NA,4.19945504662472,6.86171134048073,12.8551765028239,2.27931646605469
"2018-01-03",1.17625211172534,NA,4.21729938628088,6.86667283388091,12.8499481710225,2.21375387928743
"2018-01-04",1.17167685952511,NA,4.23018578513351,6.86615172912706,12.8385830166994,2.2213750375685
"2018-01-05",1.17201763308438,NA,4.21965475318755,6.86849456502883,12.8388353316908,2.2213750375685
"2018-01-08",1.172729784586,NA,4.22654173183349,6.86510870426066,12.8671717281212,2.25339484880327
